cgi_id	gene_id
cgi482	103909543
cgi4820	137496564;797595
cgi4821	368461
cgi4822	751709
cgi4823	751709
cgi4825	567620
cgi4826	393897
cgi4827	393897
cgi4828	565507
cgi4829	565507;565446
cgi483	791158
cgi4830	334197;445490
cgi4831	195816
cgi4832	415170
cgi4833	568883
cgi4834	406443
cgi4835	562995
cgi4836	548609
cgi4837	100033648
cgi4838	100033648
cgi4839	447810
cgi484	791158
cgi4840	564698
cgi4841	563993
cgi4843	558943
cgi4845	554650
cgi4846	798564
cgi4847	431758;141376354
cgi4848	100006310
cgi4849	100006341
cgi485	406525
cgi4850	100006496
cgi4851	141376355;141376357
cgi4852	141376355
cgi4853	141376355
cgi4854	141376355;567678;567566
cgi4855	141376355;567566
cgi4856	141376355;266989
cgi4857	141376355;406825
cgi4858	141376355;100006797
cgi4859	141376355;141376356;497126;497127;497129
cgi486	406525;108179043
cgi4860	141376355;141376356;553983;553986;553987;503573;553997;553999;553940;554005;554012;503571
cgi4861	266965
cgi4862	100002407
cgi4863	100002407
cgi4864	100002407
cgi4865	100002544;141376360
cgi4866	564384
cgi4867	402969
cgi4868	336290;494062
cgi4869	101883815;103911744
cgi487	100331568
cgi4870	393579
cgi4871	793954
cgi4872	793954
cgi4873	793954
cgi4874	793954
cgi4875	793954
cgi4876	100333665
cgi4877	559627
cgi4878	556700
cgi4879	30668
cgi488	100331568
cgi4880	568406
cgi4881	568406
cgi4882	568142;141376380
cgi4883	567501
cgi4884	567501
cgi4885	555681
cgi4886	555681
cgi4887	393254
cgi4888	393254
cgi4889	550342
cgi489	137494316
cgi4890	553300
cgi4891	556638
cgi4892	102031126
cgi4893	403003
cgi4894	100151239
cgi4895	100151239
cgi4898	368890
cgi4899	368890
cgi49	564152
cgi490	394116;393721
cgi4900	368890
cgi4901	368890
cgi4902	368890
cgi4903	368890
cgi4904	368890
cgi4905	100004024
cgi4906	100004024
cgi4907	562242
cgi4908	137496591
cgi4909	100005540
cgi491	394116;393721
cgi4910	556277
cgi4911	393901
cgi4912	565852;327133
cgi4913	386920;449794
cgi4914	573364
cgi4916	449538
cgi4917	449538
cgi4918	141376413;560765
cgi4919	30770
cgi492	100538113;556363
cgi4920	30770
cgi4921	30770
cgi4923	799368
cgi4924	799368
cgi4925	799432
cgi4926	799432
cgi4927	567969
cgi4928	494110
cgi4929	394044
cgi493	100007591
cgi4930	450063;100000844
cgi4931	567806;566813
cgi4932	553417;141376421
cgi4933	553417;141376421
cgi4934	735248
cgi4935	797445
cgi4936	797445
cgi4937	797445
cgi4938	797445
cgi4939	797445
cgi494	335078
cgi4940	137496525
cgi4941	406405;337068
cgi4942	798565
cgi4943	792532;564156
cgi4944	792949;141376423
cgi4945	561189;562316
cgi4946	555484
cgi4947	541373
cgi4948	541373
cgi4949	558997
cgi495	100007608
cgi4950	558997
cgi4951	558997
cgi4952	100005765
cgi4953	553573
cgi4954	406351
cgi4955	568298
cgi4956	100004727
cgi4957	567424
cgi4958	570807
cgi4959	100334020
cgi496	567956
cgi4961	553576
cgi4962	100884149
cgi4963	324710
cgi4964	794108
cgi4965	794108
cgi4966	327618
cgi4967	327618
cgi4968	562152
cgi4969	566880
cgi497	567956
cgi4970	567023
cgi4972	100150814
cgi4973	100150814
cgi4974	100150814
cgi4975	564518
cgi4976	100002680
cgi4977	103911773
cgi4978	103911773;323481
cgi4979	103911773;565449
cgi498	406500
cgi4981	406790
cgi4982	406790
cgi4983	100001853
cgi4984	100001853
cgi4985	103911775;555411
cgi4986	568643
cgi4987	568643
cgi4988	568643
cgi4989	568643
cgi499	406500
cgi4990	568643
cgi4991	568643
cgi4992	568643
cgi4993	568643
cgi4994	386848
cgi4995	100332851
cgi4996	556608
cgi4997	571887
cgi4998	571887
cgi4999	571887
cgi50	335830;141383826
cgi500	393456;406544
cgi5000	571887
cgi5001	571887
cgi5003	567179
cgi5004	568698
cgi5005	567190
cgi5006	559877
cgi5007	559950
cgi5008	100534954;353362
cgi5009	141376464;792590
cgi501	393761
cgi5010	402861;324123
cgi5011	324123
cgi5012	324123;100333757
cgi5013	324123;568879
cgi5014	324123;402892
cgi5015	324123;567970
cgi5016	324123;567970
cgi5017	324123;436929
cgi5018	324123;436929
cgi502	100330433
cgi5020	30523
cgi5021	415253
cgi5022	30714
cgi5023	326067
cgi5024	565844
cgi5025	565844
cgi5026	798086
cgi5027	323465
cgi5028	323465
cgi5029	30575
cgi503	100330433;141375490;791461
cgi5030	30575
cgi5031	30575
cgi5032	393564
cgi5033	393564
cgi5034	569403
cgi5035	569403
cgi5036	100331349;393391
cgi5037	100331349;393391
cgi5038	100331349;564017;100006379
cgi5039	100331349;100006379
cgi504	791461
cgi5040	100331349;566797
cgi5041	100331349;431777
cgi5042	100331349;100329789
cgi5043	100331349;100329789
cgi5044	100331349;100329721
cgi5045	100331349;393519
cgi5046	553711;406472
cgi5047	797715
cgi5048	335519
cgi5049	436970;436650
cgi505	108190785;553667
cgi5050	436650;100005313
cgi5051	436650;570755
cgi5052	100537790
cgi5053	780843
cgi5054	141376486;569999
cgi5055	141376486;569999
cgi5056	100005813
cgi5057	108191561
cgi5058	100333901
cgi5059	100333901
cgi506	553667
cgi5060	100333901
cgi5061	100333835
cgi5062	569894
cgi5063	324109
cgi5064	324109
cgi5065	503730;556951
cgi5066	503730;556951
cgi5067	556951;100006255
cgi5068	556951;100149572
cgi5069	373123
cgi507	402955
cgi5070	678618
cgi5071	103911796
cgi5072	103911796
cgi5073	141376493
cgi5074	327246
cgi5075	406322
cgi5076	64608
cgi5077	64608
cgi5078	793309
cgi5079	751627
cgi508	137495371
cgi5080	402927
cgi5081	402927
cgi5082	557109;335839
cgi5083	557109
cgi5084	557037
cgi5085	735302
cgi5087	557430
cgi5088	557430
cgi5089	334393
cgi5090	334393
cgi5091	553558
cgi5092	494133
cgi5093	494133
cgi5094	563149
cgi5095	563149
cgi5096	563149
cgi5097	378458
cgi5098	100034753;571948
cgi5099	100034753;571948
cgi51	768180
cgi510	402928
cgi5100	100034753
cgi5101	386968;58063
cgi5102	570901
cgi5103	141376500
cgi5104	108191643
cgi5105	560546
cgi5106	560546;553571
cgi5107	100005680
cgi5108	100535820
cgi5109	100535820
cgi511	557935
cgi5110	555899;137496663;555981
cgi5111	572323
cgi5112	572324
cgi5113	266756
cgi5114	791187
cgi5115	570502
cgi5116	570502
cgi5118	394003
cgi5119	141376510;30259;141376506
cgi512	557935;406570
cgi5120	141376510;100009646
cgi5121	555986
cgi5122	565366
cgi5123	565366;30480
cgi5124	565366;30480
cgi5125	565366
cgi5126	565366;325561
cgi5127	553593
cgi5128	561197
cgi5129	561197
cgi513	406570
cgi5130	561197
cgi5131	406347
cgi5132	796865
cgi5133	561459
cgi5134	562782
cgi5135	562782
cgi5136	141376513;406522
cgi5137	141376513;559270
cgi5138	141376513;553610;559131
cgi5139	141376522;393497;110437764
cgi514	141375499
cgi5140	141376523
cgi5141	571344
cgi5142	101886240
cgi5143	30584
cgi5144	100330908
cgi5145	100536921;141376529
cgi5146	57987
cgi5147	57987
cgi5148	101882718;553608
cgi5149	101882718
cgi515	403007
cgi5150	101885785
cgi5151	100002610
cgi5152	100002610
cgi5153	100149630;336526
cgi5154	564699
cgi5155	402944
cgi5157	137496641
cgi516	403007
cgi5160	137496640
cgi5163	141376690
cgi5165	100537403
cgi5168	100537627
cgi517	403007
cgi5172	141376691
cgi5174	100537805
cgi5179	100537469;556903
cgi518	403007
cgi5180	407726
cgi5185	100004662
cgi5186	110438896
cgi5191	555814
cgi5192	555814
cgi5193	555814;445078
cgi5194	555814
cgi5196	100005062
cgi5198	141376553
cgi52	100318936
cgi520	394013
cgi5202	110440117;141376549
cgi5206	141376702
cgi521	751732
cgi5211	100535762
cgi5212	100333101
cgi5216	100136861
cgi5217	336260
cgi5219	563581
cgi522	101884693
cgi5220	563780
cgi5222	564519
cgi5223	30493
cgi5225	474349
cgi5226	474349
cgi5227	368250
cgi5228	368250
cgi5229	141376703;100333933
cgi523	101884693
cgi5230	100333933;100148013
cgi5231	100148013
cgi5232	30297
cgi5233	30297
cgi5234	327321
cgi5235	100150414
cgi5236	100150414
cgi5237	557245;141376599
cgi5238	557245
cgi5239	557245
cgi524	101884693
cgi5240	557245
cgi5241	558051
cgi5242	568764
cgi5243	567938
cgi5244	567938
cgi5245	100141490
cgi5246	560032
cgi5247	560032
cgi5248	562928
cgi5249	327168
cgi525	101884693
cgi5250	327168
cgi5251	406860
cgi5252	550567
cgi5253	58090
cgi5254	378868;492689
cgi5255	101882529;114463
cgi5256	101882529;564637
cgi5258	445146
cgi5259	30113
cgi526	101884693;141375500
cgi5260	797147
cgi5261	797147;561272
cgi5262	100333996
cgi5263	100148736;141376617
cgi5264	137496700;565773
cgi5265	141376620
cgi5266	324238
cgi5267	566131
cgi5268	566131;141376623
cgi5269	554232
cgi527	101884693;141375500
cgi5270	554232
cgi5271	569872
cgi5272	553422;100001767
cgi5273	100001692
cgi5274	567289;497076
cgi5275	567289
cgi5276	559341
cgi5277	559341
cgi5278	559341
cgi5279	558357
cgi528	101884693;141375500
cgi5280	767702
cgi5281	553489
cgi5282	553489
cgi5283	100332125
cgi5284	100332125
cgi5285	100332125
cgi5286	569528
cgi5287	569528
cgi5288	100331484
cgi529	101884693;141375500
cgi5290	572093;553298
cgi5291	436868
cgi5292	100534965
cgi5293	100534965
cgi5294	445230
cgi5295	141376637
cgi5297	561336
cgi5298	798019
cgi5299	797297
cgi53	100318936
cgi530	101884693;141375500
cgi5300	567771
cgi5301	569755
cgi5302	572029
cgi5303	334166
cgi5304	556190
cgi5305	100073328
cgi5306	692272
cgi5307	799945
cgi5308	324413
cgi5309	100149388
cgi531	101884693;141375500
cgi5310	564575
cgi5311	100002249
cgi5312	692316
cgi5313	692316
cgi5314	100148645
cgi5315	403310
cgi5316	557383
cgi5317	557383
cgi5318	103911868
cgi5319	101884647
cgi532	101884693;141375500
cgi5320	572002
cgi5321	572002
cgi5322	101175706
cgi5323	557863
cgi5324	550411
cgi5325	555983
cgi5326	555983;137490428;793893
cgi5327	555983;325975
cgi5328	555983;325975
cgi5329	555983;794258
cgi533	141375500
cgi5330	555983;141376663
cgi5331	555983
cgi5332	555983;101882875
cgi5333	555983;101882875;100150007
cgi5334	555983;101882875;100150007
cgi5335	555983;101882875;100150007
cgi5336	556200
cgi5337	570677
cgi5338	137496660
cgi5339	553321
cgi534	141375500
cgi5340	30123
cgi5343	497465
cgi5344	497465
cgi5345	497465
cgi5346	497465
cgi5347	497465
cgi5348	497465
cgi5349	497465
cgi535	141375500
cgi5350	497465
cgi5351	497465
cgi5352	561520
cgi5353	796607;796535
cgi5354	791192
cgi5355	791192
cgi5356	791192
cgi5357	141376672;100037357
cgi5358	141376672;100037357
cgi5359	141376672;795027;141376674
cgi536	141375500
cgi5360	798009
cgi5361	141376673;30587
cgi5362	141376673;30587;137490429
cgi5363	141376673;30587;137490429
cgi5364	797337
cgi5365	797337;100534866
cgi5366	100534866;100534822
cgi5367	100534866
cgi5368	100534866
cgi5369	100534866
cgi537	141375500
cgi5370	572011
cgi5371	449814
cgi5372	100000415
cgi5373	568371
cgi5374	568371
cgi5375	171474
cgi5376	171474
cgi5377	100007362
cgi5378	100007362
cgi5379	100000931
cgi538	141375500
cgi5380	553451
cgi5381	553451
cgi5382	553451
cgi5384	101886626;405850
cgi5387	569678;101887111
cgi5388	569678;101887111
cgi5389	569678
cgi539	141375500
cgi5390	569678;548610
cgi5391	569678;548610
cgi5392	569678;548610
cgi5393	569678;548610
cgi5394	548610
cgi5398	768175
cgi5399	768175
cgi54	100331669
cgi540	141375500
cgi5400	137496741
cgi5401	556551
cgi5402	492811
cgi5406	436971
cgi5407	137496742;406614
cgi5408	137496742;406614
cgi5409	791160
cgi541	141375500
cgi5410	791160
cgi5411	780836
cgi5412	780836
cgi5413	394053
cgi5414	550259;100537391
cgi5415	30576
cgi5416	30576
cgi5417	445201
cgi5418	445201
cgi5419	327590
cgi542	141375500
cgi5420	568509
cgi5421	405877
cgi5422	405877
cgi5423	405877
cgi5424	405877
cgi5425	100334988
cgi5426	100334988
cgi5427	100334988
cgi5428	321886
cgi5429	325167
cgi5430	325167
cgi5431	325167;436863
cgi5432	406435;556286
cgi5433	556286
cgi5434	556286
cgi5435	100002528
cgi5436	100002528;572211
cgi5437	572211
cgi5438	110440112
cgi5439	791213
cgi5440	791213
cgi5441	100329480
cgi5442	100329480
cgi5443	100004879
cgi5444	100004879
cgi5448	557801
cgi5449	103911884
cgi5452	141376833
cgi5453	141376731
cgi5454	141376731
cgi5455	100331510
cgi5457	797129
cgi5458	797129
cgi5459	108191812;141376962
cgi5460	100149182;393210
cgi5461	100149182;108191806;393210
cgi5462	324141
cgi5463	324141
cgi5464	324141
cgi5466	796884
cgi5469	266676
cgi5470	266676
cgi5471	266676
cgi5472	266676
cgi5473	266676
cgi5474	266676
cgi5475	266676
cgi5476	266676
cgi5477	100331725
cgi5478	100331725
cgi5479	568951
cgi5480	568951;393393
cgi5481	393393
cgi5482	792903
cgi5483	100002460
cgi5484	100008592
cgi5485	553684;558831
cgi5486	558831
cgi5487	558831
cgi5488	558831;101885814
cgi5489	558831;405767
cgi5490	558831;335618
cgi5491	558831;335618
cgi5492	558831;572157
cgi5493	558831;572157
cgi5494	558831;572157
cgi5495	558831;323301
cgi5496	570642
cgi5497	570642
cgi5498	570642
cgi5499	100333761
cgi55	492460
cgi5500	100333761
cgi5501	565287
cgi5502	325464
cgi5503	336518
cgi5504	101885454
cgi5505	101885454
cgi5506	102216265
cgi5507	102216265
cgi5508	102216265;100333693
cgi5510	393504
cgi5511	393504
cgi5512	335720
cgi5513	692275
cgi5514	692275
cgi5515	110440161
cgi5516	110440161;100333578
cgi5517	110440161
cgi5519	60641
cgi5520	60641
cgi5521	60641
cgi5527	571843;103911892;137487199
cgi5528	571843
cgi5529	571843;571832;563643
cgi5530	795167
cgi5531	572154
cgi5532	108191691
cgi5533	406422;790919
cgi5534	335127
cgi5535	335127
cgi5536	335127
cgi5537	335127
cgi5538	100330953
cgi5539	326076
cgi5540	558881;141376747
cgi5541	100150156
cgi5542	100150156
cgi5543	100151551
cgi5544	100151551
cgi5545	100151551
cgi5546	334234
cgi5547	562705
cgi5548	541323
cgi5549	449836;564701
cgi5550	449836;564520
cgi5551	449836;564048
cgi5552	449836;564211
cgi5553	449836;100329612
cgi5554	449836;100329612
cgi5555	654829
cgi5556	568288
cgi5557	100001636
cgi5558	30581
cgi5559	445118;323181
cgi5560	566563
cgi5561	566563
cgi5562	137487253
cgi5563	30197
cgi5564	790916
cgi5565	569690;550248
cgi5566	100537056;100004913
cgi5567	100537056;100004913
cgi5568	445158
cgi5569	30190
cgi5570	30190
cgi5571	30190
cgi5573	436886
cgi5574	436886
cgi5575	558436
cgi5576	30381
cgi5577	406591
cgi5578	101884976
cgi5579	100136873
cgi5580	568537;436706
cgi5581	334446
cgi5582	100331262
cgi5583	30680
cgi5584	796309
cgi5585	565082
cgi5586	565632;100141368
cgi5587	100141368
cgi5588	557511
cgi5589	567145;324381
cgi5590	794259;327313
cgi5591	794259;327313
cgi5592	571519;114435
cgi5593	571519
cgi5594	571519
cgi5595	562319
cgi5596	562319
cgi5597	100000044
cgi5598	393807
cgi5599	368415;141376785
cgi56	101885604
cgi5600	777671
cgi5601	560397
cgi5602	792824
cgi5603	559273
cgi5604	393307
cgi5605	445485
cgi5606	327322
cgi5607	794012;793939
cgi5608	447923
cgi5609	550254
cgi5610	641327
cgi5611	558427
cgi5612	555331
cgi5613	553347
cgi5614	568454
cgi5615	568454
cgi5616	799136
cgi5617	323904
cgi5618	83496
cgi5619	100001168
cgi5626	557614;334210
cgi5627	565531
cgi5628	565531
cgi5629	565531
cgi5630	567742
cgi5631	406845
cgi5632	141376807;565643
cgi5633	100003481
cgi5634	100003481
cgi5635	30636
cgi5636	100005075
cgi5637	566886
cgi5638	373092
cgi5639	100884131
cgi5640	751724
cgi5641	393848
cgi5642	100535921
cgi5643	100535921
cgi5644	563456
cgi5645	563904
cgi5646	110440145
cgi5648	797797
cgi5649	569196
cgi5650	324964;557194
cgi5651	445151
cgi5652	335789
cgi5653	30510
cgi5654	30510
cgi5655	30510
cgi5656	567385
cgi5657	567385
cgi5658	567385
cgi5659	567385
cgi5660	567385
cgi5661	406691
cgi5662	100333648
cgi5663	100333648
cgi5664	557975
cgi5665	100333998
cgi5666	30173
cgi5667	100538330
cgi5668	100538330
cgi5669	100538330
cgi5670	100538330
cgi5671	100538330
cgi5672	100538330;141376839
cgi5673	100538330;141376839
cgi5674	327276;100318317
cgi5675	327272
cgi5676	795408
cgi5677	795670
cgi5678	100534852
cgi5679	559967
cgi5680	406596
cgi5681	100150722
cgi5682	103911938
cgi5683	794333
cgi5684	559084
cgi5685	553378
cgi5686	798021
cgi5687	798021;561202
cgi5688	799158
cgi5689	799158
cgi5690	798226
cgi5691	791855
cgi5692	555739
cgi5693	65239
cgi5695	110438944
cgi5696	393205
cgi5697	100329339
cgi57	58083
cgi5700	553384
cgi5701	558084
cgi5702	558084
cgi5703	108191741;678607
cgi5704	108191741;572368
cgi5705	100002938
cgi5706	100002938
cgi5707	564922;137496833
cgi5708	565913
cgi5709	565913
cgi5710	100534755
cgi5711	100534755
cgi5712	570372
cgi5713	570372
cgi5714	570372
cgi5715	570372
cgi5716	101886358
cgi5717	566686
cgi5718	334108
cgi5719	334108
cgi5720	100334340
cgi5721	553411
cgi5722	405816
cgi5723	110437752
cgi5724	110437752
cgi5725	567751
cgi5726	567751
cgi5727	567751
cgi5728	567751
cgi5729	567751
cgi5742	137496842
cgi5743	137496776
cgi5744	137496776
cgi5747	353313
cgi5748	353313
cgi5749	572187;100333552
cgi5750	101884222
cgi5751	101884222
cgi5752	101884222
cgi5753	100006246
cgi5754	100149099
cgi5755	100149099;405881
cgi5756	101886286
cgi5757	405878
cgi5758	137496855
cgi5759	60638
cgi5760	60638
cgi5761	141376888
cgi5762	141376888
cgi5763	137496864
cgi5764	557135
cgi5765	100334859
cgi5766	560428
cgi5767	406586
cgi5768	406586
cgi5769	406586
cgi5770	334230
cgi5771	100126126
cgi5772	100126126
cgi5773	100126126
cgi5774	100126126
cgi5775	566432
cgi5776	566432
cgi5777	566432;550399
cgi5778	100535325
cgi5779	393938
cgi5780	100005471;100331399
cgi5781	100005471;100331399
cgi5782	100005471;100331399
cgi5783	101886422
cgi5784	368369;30292
cgi5785	368369;30292
cgi5786	550273;137496858
cgi5787	550273;141376894
cgi5788	378866
cgi5789	100037354
cgi5790	141376897;386661
cgi5791	100333556
cgi5792	100037390;568166
cgi5793	568166
cgi5794	568166
cgi5795	548605
cgi5796	100003089
cgi5797	436843
cgi5798	641328
cgi5799	101883945
cgi58	565145
cgi5800	798583
cgi5801	100333251;100333111
cgi5802	100333111
cgi5803	100333111
cgi5804	100141337
cgi5805	100141337
cgi5806	100141337
cgi5807	100141337;100537679
cgi5808	100333351
cgi5809	403012
cgi5810	403012
cgi5811	403012
cgi5812	108191768
cgi5813	110437777
cgi5814	103911967;103911968
cgi5815	103911968
cgi5816	103171573
cgi5817	103171573;394082
cgi5818	554142
cgi5819	553432
cgi5820	553432
cgi5821	108191765
cgi5822	108191765
cgi5823	108191765
cgi5824	393563
cgi5825	556800
cgi5830	100334703
cgi5831	492333
cgi5832	492333
cgi5833	678586
cgi5834	678586;393615
cgi5835	393615
cgi5836	100498671
cgi5837	100498671
cgi5838	100498671
cgi5839	336198
cgi5840	336198
cgi5841	100750260;678564
cgi5842	108192002;100142648
cgi5843	108192002;402949
cgi5844	402949
cgi5845	402949;436671
cgi5846	322468
cgi5847	799650
cgi5848	497398
cgi5849	497398;323011
cgi5850	497398;323011
cgi5851	556288
cgi5852	556288
cgi5853	327075
cgi5854	406805
cgi5855	556123
cgi5856	407983
cgi5857	407983
cgi5858	450025
cgi5859	555686
cgi5860	555686
cgi5861	555686
cgi5862	555686
cgi5863	555686;678520;100272168
cgi5864	555686;799373
cgi5865	555686;799373
cgi5866	555686;100004460
cgi5867	555686;100004460
cgi5868	555686;560018
cgi5869	555686;798231
cgi5870	555686;798231
cgi5871	555686;556881
cgi5872	555686;564497
cgi5873	555686;564497
cgi5874	555686;564497
cgi5875	555686;141377092
cgi5876	555686;141377092;566728
cgi5877	555686;141377092;566728
cgi5878	555686;553778
cgi5879	555686;553778;557758
cgi5880	555686;100333215
cgi5881	555686;100333215
cgi5882	100333215
cgi5883	100333215
cgi5884	394026
cgi5885	394026
cgi5886	571388;561260
cgi5887	541316
cgi5888	768168;326857
cgi5889	325469;562652
cgi5890	325469;100334794
cgi5891	325469;558662
cgi5892	325469;100334728;559418
cgi5893	325469;559418
cgi5894	550328
cgi5895	100462714
cgi5896	100462714
cgi5897	561377
cgi5898	570766
cgi5899	566060
cgi59	565145
cgi5900	566060
cgi5901	100150992
cgi5902	406610
cgi5903	100330539
cgi5904	100330539
cgi5905	100004621;393343
cgi5906	101885898
cgi5907	394077
cgi5908	100535938
cgi5909	768182
cgi5910	561131
cgi5911	751746
cgi5912	170446
cgi5913	170446
cgi5914	170446
cgi5915	170446
cgi5916	141377107;793290
cgi5917	141377107;793290
cgi5918	141377107;793290
cgi5919	141377107;554861
cgi5920	368275
cgi5921	100332758
cgi5922	101101687;767778
cgi5923	558711;141377121
cgi5924	555192
cgi5925	559639
cgi5926	559345
cgi5927	141377133;335380
cgi5928	562104
cgi5929	405882
cgi5930	405882
cgi5931	103911981
cgi5932	103911981;83415
cgi5933	83415
cgi5934	30635
cgi5935	30635
cgi5936	796749
cgi5937	796749
cgi5938	796749
cgi5939	30672
cgi5940	557195
cgi5941	557463
cgi5942	556980
cgi5943	556980
cgi5944	556980
cgi5945	560549
cgi5946	560549
cgi5947	560549
cgi5948	100003157
cgi5949	100003157
cgi5950	100002893;141377145
cgi5951	101180910
cgi5952	101180910
cgi5953	100331377
cgi5954	100331377
cgi5955	564052
cgi5956	564367
cgi5957	564367
cgi5958	570745
cgi5959	570745
cgi5960	58129
cgi5961	58129
cgi5962	555903;387256
cgi5963	555903;387256
cgi5964	559564
cgi5965	559564
cgi5966	794975
cgi5967	100144564
cgi5968	57925
cgi5970	562719
cgi5971	562719
cgi5972	570866
cgi5973	569539
cgi5974	30177
cgi5975	798521
cgi5976	569065
cgi5977	569065
cgi5978	568554;553730
cgi5979	553730
cgi5980	553730
cgi5981	553730
cgi5982	553730
cgi5983	553730
cgi5984	324913
cgi5985	567924
cgi5986	322126
cgi5987	322126;567818
cgi5988	101883702
cgi5989	550549
cgi5990	568146
cgi5991	795538
cgi5992	570926;141377005
cgi5994	327515
cgi5995	327515
cgi5998	141377180
cgi5999	101884183
cgi60	565053
cgi6000	563912
cgi6001	571624
cgi6002	58145
cgi6003	317737;100149820
cgi6004	569096
cgi6005	570552;768147
cgi6006	561518
cgi6007	561518
cgi6008	561583
cgi6009	436796
cgi6010	570182
cgi6011	570248
cgi6012	570248
cgi6013	492802;393370
cgi6014	368885
cgi6015	368888
cgi6016	568932
cgi6017	368220
cgi6018	552980
cgi6019	565246
cgi6020	114411
cgi6021	550568
cgi6022	550568;678650
cgi6023	550568;678650
cgi6024	550568
cgi6025	550568
cgi6028	557196
cgi6029	100320511
cgi6030	556841
cgi6031	556841
cgi6032	100149357;541402
cgi6033	559942
cgi6034	445060
cgi6035	777731
cgi6036	564103
cgi6037	564103
cgi6038	555472
cgi6039	324845;555251
cgi6040	555238;393538
cgi6041	30579
cgi6042	30579
cgi6043	100170938;559347
cgi6044	559347
cgi6045	553557
cgi6046	449008
cgi6050	30425
cgi6051	373126
cgi6052	606657;324005
cgi6053	550531;386945
cgi6054	561061
cgi6055	562720;571774
cgi6056	563132
cgi6057	563195
cgi6058	323706;100135428
cgi6059	394080
cgi6060	494168
cgi6061	494168
cgi6062	65233
cgi6063	65233;450080
cgi6064	564078;336741
cgi6065	100144561
cgi6066	797299
cgi6067	797299
cgi6068	564702
cgi6069	450059
cgi6070	450010
cgi6071	565375
cgi6072	565375
cgi6073	565716
cgi6074	565716
cgi6075	573683
cgi6076	317747
cgi6077	568411;141377030
cgi6078	103912024;100334378
cgi6079	567812
cgi6080	100537975
cgi6081	100000471;503714
cgi6082	334402;100141360
cgi6083	566455
cgi6084	393521
cgi6085	393521;558864
cgi6086	393521
cgi6087	393521
cgi6088	566980
cgi6089	141377032;497617
cgi6090	141377032;497617
cgi6091	562593
cgi6092	140423
cgi6093	325488
cgi6094	325488
cgi6095	561206
cgi6096	492810;405873
cgi6097	492810;405873
cgi6098	492810;405873
cgi6099	794337
cgi61	565053
cgi6100	794337
cgi6101	560706
cgi6102	560639
cgi6103	560639
cgi6104	560561
cgi6105	560561
cgi6106	560400;141377037
cgi6107	560257
cgi6108	560257
cgi6109	794778
cgi6110	794838
cgi6111	334599
cgi6112	557373
cgi6113	561670
cgi6114	571909
cgi6115	447821
cgi6116	336099
cgi6117	317733
cgi6118	559348
cgi6119	100331767
cgi6120	100148281
cgi6121	100003745;141377040
cgi6122	558725
cgi6123	100004663;553518
cgi6124	557044
cgi6125	566117
cgi6126	566117
cgi6127	323720
cgi6128	323720
cgi6129	100332537
cgi6130	100332537
cgi6131	565516;565590
cgi6132	100535877
cgi6133	100535877
cgi6134	141377051;30698
cgi6135	141377051;30698
cgi6136	562504;562573
cgi6137	394005
cgi6138	394005
cgi6139	799377;141377057
cgi6140	368476
cgi6141	325603
cgi6142	100150054
cgi6143	100005268
cgi6144	565357
cgi6145	565437;393632
cgi6146	407978
cgi6147	407978
cgi6148	100003558
cgi6151	569180
cgi6152	563496
cgi6153	368213
cgi6154	325361
cgi6155	58127
cgi6156	58127
cgi6157	58127
cgi6159	724003
cgi616	101884641;100536024
cgi6160	554272;393435
cgi6161	791153
cgi6162	791153
cgi6163	795265
cgi6164	794882
cgi6165	103912037;406407
cgi6166	352940
cgi6167	352940
cgi6168	445392
cgi6169	568795
cgi617	100536024
cgi6170	137487444
cgi6171	402920
cgi6172	100000083
cgi6173	559312
cgi6174	559312
cgi6175	559226
cgi6176	559153
cgi6177	559153
cgi6178	777607
cgi6179	100330010
cgi618	100536024;402963
cgi6180	100330010
cgi6181	100330010
cgi6182	100331556
cgi6183	100331556;556657
cgi6184	100331556;100329385
cgi6185	100331556;141377083;335866
cgi6186	100331556;141377083;335866
cgi6187	100537923
cgi6188	553716
cgi6189	101883928
cgi619	404607
cgi6190	101883928
cgi6191	100150726
cgi6192	100150726
cgi6193	562690
cgi6194	100538081
cgi6195	797132
cgi6196	797132;797196
cgi6197	101883869
cgi6198	544653
cgi6199	557111
cgi62	565053
cgi620	404607
cgi6200	101884141
cgi6201	101884141
cgi6202	101884141
cgi6203	562831
cgi6204	58109
cgi6205	565782
cgi6206	101884438
cgi6207	101884438
cgi6208	101884438
cgi6209	561643
cgi621	141377515
cgi6210	561643
cgi6211	100331306
cgi6212	100331665
cgi6213	393604
cgi6214	393604
cgi6215	100150035
cgi6216	100150035
cgi6217	335499
cgi6218	335499
cgi6219	335499
cgi622	100331916
cgi6220	335499
cgi6221	335499;571648
cgi6222	571648
cgi6223	571648;557305
cgi6224	557305
cgi6225	393492
cgi6226	406554
cgi6227	406554
cgi6229	555724
cgi623	100331916
cgi6230	555724
cgi6231	406553
cgi6232	406553
cgi6233	108449885
cgi6234	108449885
cgi6235	108449885
cgi6236	141377088;100329773
cgi6237	141377088;100329773
cgi6238	503792;192333
cgi6239	192333;100033594;100033579;100033617
cgi624	100331916
cgi6240	192333
cgi6241	192333
cgi6242	100333021;100192207
cgi6243	100333021;100192207
cgi6244	550465
cgi6245	110438422;110440195
cgi6246	110438422;110440195
cgi6247	30527
cgi6248	30527
cgi625	100331916
cgi6250	100009630
cgi6251	100009630;393652
