cgi_chr	cgi_start	cgi_end	cgi_id	gene_chr	gene_start	gene_end	gene_id	strand
NC_133190.1	40132011	40132312	cgi6989	NC_133190.1	40125982	40145461	562001	-
NC_133190.1	40168157	40168399	cgi6990	NC_133190.1	40164369	40252999	566825	-
NC_133190.1	40250620	40251112	cgi6991	NC_133190.1	40164369	40252999	566825	-
NC_133190.1	40858843	40859127	cgi6992	NC_133190.1	40858759	40864809	556650	-
NC_133190.1	40890991	40891198	cgi6993	NC_133190.1	40887883	40903766	556507	-
NC_133190.1	41571433	41571974	cgi6994	NC_133190.1	41078801	41947334	60309	+
NC_133190.1	41604356	41604665	cgi6995	NC_133190.1	41078801	41947334	60309	+
NC_133190.1	41614451	41614768	cgi6996	NC_133190.1	41078801	41947334	60309	+
NC_133190.1	42133941	42134143	cgi6997	NC_133190.1	41994343	42541581	30769	-
NC_133190.1	42158701	42158904	cgi6998	NC_133190.1	41994343	42541581	30769	-
NC_133190.1	42199727	42199953	cgi6999	NC_133190.1	41994343	42541581	30769	-
NC_133190.1	42277513	42277822	cgi7000	NC_133190.1	41994343	42541581	30769	-
NC_133190.1	42721313	42721554	cgi7001	NC_133190.1	42694464	42721934	415235	+
NC_133190.1	42759801	42760403	cgi7002	NC_133190.1	42759226	42762527	798233	-
NC_133190.1	42771361	42771625	cgi7003	NC_133190.1	42770289	42786335	664762	-
NC_133190.1	42992346	42992786	cgi7004	NC_133190.1	42938239	42994755	555691	-
NC_133190.1	42992346	42992786	cgi7004	NC_133190.1	42990404	43009878	556126	+
NC_133190.1	43388241	43388707	cgi7005	NC_133190.1	43193568	43719003	569256	+
NC_133190.1	43687145	43687485	cgi7006	NC_133190.1	43193568	43719003	569256	+
NC_133190.1	43745089	43745372	cgi7007	NC_133190.1	43739346	43791391	30669	+
NC_133190.1	43751866	43753271	cgi7008	NC_133190.1	43739346	43791391	30669	+
NC_133190.1	43788571	43788814	cgi7009	NC_133190.1	43739346	43791391	30669	+
NC_133190.1	43936036	43936339	cgi7010	NC_133190.1	43881655	43938300	504109	-
NC_133190.1	43940315	43940525	cgi7011	NC_133190.1	43939619	43950248	100333736	-
NC_133190.1	43948028	43948353	cgi7012	NC_133190.1	43939619	43950248	100333736	-
NC_133190.1	44379922	44380510	cgi7013	NC_133190.1	44373586	44394868	445080	-
NC_133190.1	44392674	44392921	cgi7014	NC_133190.1	44373586	44394868	445080	-
NC_133190.1	44476614	44476900	cgi7015	NC_133190.1	44470750	44512431	558307	-
NC_133190.1	44510087	44510635	cgi7016	NC_133190.1	44470750	44512431	558307	-
NC_133190.1	44547907	44548566	cgi7017	NC_133190.1	44516790	44550147	436703	+
NC_133190.1	44743340	44743667	cgi7018	NC_133190.1	44651320	44745565	30687	-
NC_133190.1	44909781	44910045	cgi7019	NC_133190.1	44818222	44966553	100330698	+
NC_133190.1	44909781	44910045	cgi7019	NC_133190.1	44868550	44914128	100150137	-
NC_133190.1	44935458	44936269	cgi7020	NC_133190.1	44818222	44966553	100330698	+
NC_133190.1	44935458	44936269	cgi7020	NC_133190.1	44934711	44938590	110437922	-
NC_133190.1	44941225	44941486	cgi7021	NC_133190.1	44818222	44966553	100330698	+
NC_133190.1	44981471	44981708	cgi7022	NC_133190.1	44971193	45141229	493608	-
NC_133190.1	45056452	45056852	cgi7023	NC_133190.1	44971193	45141229	493608	-
NC_133190.1	45056452	45056852	cgi7023	NC_133190.1	45054501	45265611	100330358	+
NC_133190.1	45257698	45257906	cgi7024	NC_133190.1	45054501	45265611	100330358	+
NC_133190.1	45275843	45276131	cgi7025	NC_133190.1	45265371	45282196	550497	+
NC_133190.1	45275843	45276131	cgi7025	NC_133190.1	45265574	45301407	100001934	+
NC_133190.1	45280907	45281135	cgi7026	NC_133190.1	45265371	45282196	550497	+
NC_133190.1	45280907	45281135	cgi7026	NC_133190.1	45265574	45301407	100001934	+
NC_133190.1	45289640	45289983	cgi7027	NC_133190.1	45265574	45301407	100001934	+
NC_133190.1	45289640	45289983	cgi7027	NC_133190.1	45287617	45291485	445278	+
NC_133190.1	45306675	45306880	cgi7028	NC_133190.1	45302715	45393569	561540	+
NC_133190.1	45346019	45346280	cgi7029	NC_133190.1	45302715	45393569	561540	+
NC_133190.1	45476332	45476672	cgi7030	NC_133190.1	45474464	45688100	567212	+
NC_133190.1	45594105	45594357	cgi7031	NC_133190.1	45474464	45688100	567212	+
NC_133190.1	45653764	45654067	cgi7032	NC_133190.1	45474464	45688100	567212	+
NC_133190.1	45682460	45682695	cgi7033	NC_133190.1	45474464	45688100	567212	+
NC_133190.1	45687034	45687280	cgi7034	NC_133190.1	45474464	45688100	567212	+
NC_133190.1	45754204	45754535	cgi7035	NC_133190.1	45699578	45787334	567157	+
NC_133190.1	45804361	45804913	cgi7036	NC_133190.1	45769411	45840701	137487676	-
NC_133190.1	45804361	45804913	cgi7036	NC_133190.1	45800026	45806705	141377927	-
NC_133190.1	45804361	45804913	cgi7036	NC_133190.1	45798423	45807805	794240	+
NC_133190.1	45817553	45817804	cgi7037	NC_133190.1	45769411	45840701	137487676	-
NC_133190.1	45952934	45953201	cgi7038	NC_133190.1	45921874	45955119	474326	-
NC_133190.1	46052034	46052241	cgi7039	NC_133190.1	46049910	46094824	405875	+
NC_133190.1	46101767	46102261	cgi7040	NC_133190.1	46099759	46237732	322221	+
NC_133190.1	46335179	46335513	cgi7041	NC_133190.1	46333478	46357682	368704	-
NC_133190.1	46384491	46384724	cgi7042	NC_133190.1	46382789	46508069	100332913	-
NC_133190.1	46385088	46385331	cgi7043	NC_133190.1	46382789	46508069	100332913	-
NC_133190.1	46408212	46408413	cgi7044	NC_133190.1	46382789	46508069	100332913	-
NC_133190.1	46498942	46499471	cgi7045	NC_133190.1	46382789	46508069	100332913	-
NC_133190.1	46503234	46503627	cgi7046	NC_133190.1	46382789	46508069	100332913	-
NC_133190.1	46505791	46506096	cgi7047	NC_133190.1	46382789	46508069	100332913	-
NC_133190.1	46531661	46532324	cgi7048	NC_133190.1	46529459	46549948	30207	+
NC_133190.1	46544611	46544845	cgi7049	NC_133190.1	46529459	46549948	30207	+
NC_133190.1	46658901	46659162	cgi7050	NC_133190.1	46615960	46664478	393247	+
NC_133190.1	47071620	47071878	cgi7051	NC_133190.1	46707650	47190483	100538217	-
NC_133190.1	47071620	47071878	cgi7051	NC_133190.1	47031392	47107977	619271	+
NC_133190.1	47124987	47125579	cgi7052	NC_133190.1	46707650	47190483	100538217	-
NC_133190.1	47124987	47125579	cgi7052	NC_133190.1	47110552	47184736	100330875	+
NC_133190.1	47147525	47148290	cgi7053	NC_133190.1	46707650	47190483	100538217	-
NC_133190.1	47147525	47148290	cgi7053	NC_133190.1	47110552	47184736	100330875	+
NC_133190.1	47183278	47183631	cgi7054	NC_133190.1	46707650	47190483	100538217	-
NC_133190.1	47183278	47183631	cgi7054	NC_133190.1	47110552	47184736	100330875	+
NC_133190.1	47238548	47238754	cgi7055	NC_133190.1	47189628	47271263	570586	+
NC_133190.1	47238548	47238754	cgi7055	NC_133190.1	47212978	47240518	619247	-
NC_133190.1	47245385	47245701	cgi7056	NC_133190.1	47189628	47271263	570586	+
NC_133190.1	47281880	47282129	cgi7057	NC_133190.1	47272027	47476879	407735	-
NC_133190.1	47303356	47303592	cgi7058	NC_133190.1	47272027	47476879	407735	-
NC_133190.1	47349572	47349803	cgi7059	NC_133190.1	47272027	47476879	407735	-
NC_133190.1	47349572	47349803	cgi7059	NC_133190.1	47309139	47474496	141377928	+
NC_133190.1	47420302	47420530	cgi7060	NC_133190.1	47272027	47476879	407735	-
NC_133190.1	47420302	47420530	cgi7060	NC_133190.1	47309139	47474496	141377928	+
NC_133190.1	47600617	47601170	cgi7062	NC_133190.1	47598456	47668593	100535718	+
NC_133190.1	47813488	47813702	cgi7063	NC_133190.1	47682685	47930603	100332402	-
NC_133190.1	48066133	48066682	cgi7065	NC_133190.1	48064253	48079073	30363	+
NC_133190.1	48073700	48075043	cgi7066	NC_133190.1	48064253	48079073	30363	+
NC_133190.1	48142133	48142425	cgi7067	NC_133190.1	48141788	48228159	100331351	-
NC_133190.1	48215815	48216111	cgi7068	NC_133190.1	48141788	48228159	100331351	-
NC_133190.1	48260412	48261030	cgi7069	NC_133190.1	48230117	48331728	751749	-
NC_133190.1	48285115	48285574	cgi7070	NC_133190.1	48230117	48331728	751749	-
NC_133190.1	48285115	48285574	cgi7070	NC_133190.1	48283105	48293155	141377933	+
NC_133190.1	48329426	48329722	cgi7071	NC_133190.1	48230117	48331728	751749	-
NC_133190.1	48345993	48347045	cgi7072	NC_133190.1	48343165	48358473	556707	-
NC_133190.1	48356243	48356487	cgi7073	NC_133190.1	48343165	48358473	556707	-
NC_133190.1	48503624	48504132	cgi7074	NC_133190.1	48501674	48589875	100334707	+
NC_133190.1	48599630	48599846	cgi7075	NC_133190.1	48597762	48707153	100333644	+
NC_133190.1	48746993	48747361	cgi7076	NC_133190.1	48746406	48801987	100101652	-
NC_133190.1	48799834	48800099	cgi7077	NC_133190.1	48746406	48801987	100101652	-
NC_133190.1	48857215	48857419	cgi7078	NC_133190.1	48809838	48953097	100330410	-
NC_133190.1	48857215	48857419	cgi7078	NC_133190.1	48838109	48929845	100333590	-
NC_133190.1	48865671	48866079	cgi7079	NC_133190.1	48809838	48953097	100330410	-
NC_133190.1	48865671	48866079	cgi7079	NC_133190.1	48838109	48929845	100333590	-
NC_133190.1	48927666	48927905	cgi7080	NC_133190.1	48809838	48953097	100330410	-
NC_133190.1	48927666	48927905	cgi7080	NC_133190.1	48838109	48929845	100333590	-
NC_133190.1	48935277	48935564	cgi7081	NC_133190.1	48809838	48953097	100330410	-
NC_133190.1	48935277	48935564	cgi7081	NC_133190.1	48931788	48990152	393518	-
NC_133190.1	49668501	49668757	cgi7083	NC_133190.1	49356332	49704539	393587	+
NC_133190.1	49671857	49672131	cgi7084	NC_133190.1	49356332	49704539	393587	+
NC_133190.1	49701059	49701384	cgi7085	NC_133190.1	49356332	49704539	393587	+
NC_133190.1	49968073	49968489	cgi7086	NC_133190.1	49966249	50199226	100004469	+
NC_133190.1	50037127	50037377	cgi7087	NC_133190.1	49966249	50199226	100004469	+
NC_133190.1	50086660	50086923	cgi7088	NC_133190.1	49966249	50199226	100004469	+
NC_133190.1	50181678	50181925	cgi7089	NC_133190.1	49966249	50199226	100004469	+
NC_133190.1	50195256	50195710	cgi7090	NC_133190.1	49966249	50199226	100004469	+
NC_133190.1	50219299	50219805	cgi7091	NC_133190.1	50201781	50220997	100004411	+
NC_133190.1	50392517	50392880	cgi7092	NC_133190.1	50377550	50413499	30161	-
NC_133190.1	50436882	50437111	cgi7093	NC_133190.1	50434877	50504776	767698	+
NC_133190.1	50503782	50504542	cgi7094	NC_133190.1	50434877	50504776	767698	+
NC_133190.1	50503782	50504542	cgi7094	NC_133190.1	50495076	50515130	137487798	-
NC_133190.1	50638131	50638409	cgi7095	NC_133190.1	50615774	50690638	100332538	+
NC_133190.1	50720498	50720787	cgi7096	NC_133190.1	50719376	50979347	100332468	-
NC_133190.1	51012476	51012724	cgi7097	NC_133190.1	51006056	51144915	100332526	-
NC_133190.1	51042126	51042330	cgi7098	NC_133190.1	51006056	51144915	100332526	-
NC_133190.1	51052868	51054997	cgi7099	NC_133190.1	51006056	51144915	100332526	-
NC_133190.1	51114148	51114646	cgi7100	NC_133190.1	51006056	51144915	100332526	-
NC_133190.1	51142615	51142952	cgi7101	NC_133190.1	51006056	51144915	100332526	-
NC_133190.1	51147225	51147751	cgi7102	NC_133190.1	51145321	51178384	402943	+
NC_133190.1	51177766	51177985	cgi7103	NC_133190.1	51145321	51178384	402943	+
NC_133190.1	51182137	51182645	cgi7104	NC_133190.1	51180144	51248440	100331587	+
NC_133190.1	51194021	51194252	cgi7105	NC_133190.1	51180144	51248440	100331587	+
NC_133190.1	51267233	51267512	cgi7106	NC_133190.1	51267377	51278151	404602	+
NC_133190.1	51335022	51335377	cgi7107	NC_133190.1	51281527	51337465	325179	-
NC_133190.1	51338386	51338616	cgi7108	NC_133190.1	51338209	51349454	100073336	-
NC_133190.1	51361341	51361614	cgi7109	NC_133190.1	51361105	51370251	110437932	-
NC_133190.1	51377109	51377601	cgi7110	NC_133190.1	51370346	51386193	100538205	-
NC_133190.1	51388692	51389962	cgi7111	NC_133190.1	51385991	51398621	100003277	-
NC_133190.1	51403790	51404004	cgi7112	NC_133190.1	51400740	51405941	550245	-
NC_133190.1	51441842	51443095	cgi7113	NC_133190.1	51435942	51452989	571996	-
NC_133190.1	51450654	51450998	cgi7114	NC_133190.1	51435942	51452989	571996	-
NC_133190.1	51525331	51525600	cgi7115	NC_133190.1	51453864	51534603	101883459	-
NC_133190.1	51525331	51525600	cgi7115	NC_133190.1	51518966	51526354	353179	+
NC_133190.1	51547947	51548253	cgi7116	NC_133190.1	51539447	51550160	83917	-
NC_133190.1	51567521	51567732	cgi7117	NC_133190.1	51563545	51582171	100330543	-
NC_133190.1	51574552	51574908	cgi7118	NC_133190.1	51563545	51582171	100330543	-
NC_133190.1	51575229	51575585	cgi7119	NC_133190.1	51563545	51582171	100330543	-
NC_133190.1	51594155	51594386	cgi7120	NC_133190.1	51592484	51603825	553020	-
NC_133190.1	51601623	51601878	cgi7121	NC_133190.1	51592484	51603825	553020	-
NC_133190.1	51611181	51612640	cgi7122	NC_133190.1	51606912	51613090	100003691	+
NC_133190.1	51685208	51685687	cgi7123	NC_133190.1	51652919	51687565	796833	-
NC_133190.1	51689312	51689644	cgi7124	NC_133190.1	51687460	51731974	393513	+
NC_133190.1	51724316	51724561	cgi7125	NC_133190.1	51687460	51731974	393513	+
NC_133190.1	51726849	51727524	cgi7126	NC_133190.1	51687460	51731974	393513	+
NC_133190.1	51735202	51735445	cgi7127	NC_133190.1	51732361	51743086	101883340	+
NC_133190.1	51812185	51812405	cgi7128	NC_133190.1	51810887	51976702	664692	-
NC_133190.1	51900683	51901025	cgi7129	NC_133190.1	51810887	51976702	664692	-
NC_133190.1	51902475	51903160	cgi7130	NC_133190.1	51810887	51976702	664692	-
NC_133191.1	39265	39804	cgi7132	NC_133191.1	22960	69382	393600	+
NC_133191.1	50087	50602	cgi7133	NC_133191.1	22960	69382	393600	+
NC_133191.1	86499	87897	cgi7134	NC_133191.1	84291	89277	393875	+
NC_133191.1	101297	101620	cgi7135	NC_133191.1	90185	129755	141378125	+
NC_133191.1	110484	110828	cgi7136	NC_133191.1	90185	129755	141378125	+
NC_133191.1	146053	146297	cgi7137	NC_133191.1	141459	146695	141378126	+
NC_133191.1	200270	200488	cgi7139	NC_133191.1	199362	205478	141378128	-
NC_133191.1	200270	200488	cgi7139	NC_133191.1	198007	216626	141378127	+
NC_133191.1	256918	257272	cgi7141	NC_133191.1	248722	259281	335551	+
NC_133191.1	271910	272112	cgi7142	NC_133191.1	260537	274372	553446	-
NC_133191.1	284750	284977	cgi7143	NC_133191.1	280517	304167	80787	-
NC_133191.1	297115	297324	cgi7144	NC_133191.1	280517	304167	80787	-
NC_133191.1	331269	331673	cgi7145	NC_133191.1	307427	333538	101884921	-
NC_133191.1	416462	416840	cgi7149	NC_133191.1	415941	422861	402999	-
NC_133191.1	419983	420911	cgi7150	NC_133191.1	415941	422861	402999	-
NC_133191.1	613468	613913	cgi7155	NC_133191.1	611622	618104	394032	-
NC_133191.1	615720	616353	cgi7156	NC_133191.1	611622	618104	394032	-
NC_133191.1	737796	738037	cgi7159	NC_133191.1	725774	1329646	100333765	+
NC_133191.1	738628	739166	cgi7160	NC_133191.1	725774	1329646	100333765	+
NC_133191.1	754789	755016	cgi7161	NC_133191.1	725774	1329646	100333765	+
NC_133191.1	755789	756113	cgi7162	NC_133191.1	725774	1329646	100333765	+
NC_133191.1	761442	761742	cgi7163	NC_133191.1	725774	1329646	100333765	+
NC_133191.1	872356	872586	cgi7164	NC_133191.1	725774	1329646	100333765	+
NC_133191.1	872356	872586	cgi7164	NC_133191.1	870166	876374	403019	+
NC_133191.1	874223	874806	cgi7165	NC_133191.1	725774	1329646	100333765	+
NC_133191.1	874223	874806	cgi7165	NC_133191.1	870166	876374	403019	+
NC_133191.1	1001753	1002109	cgi7166	NC_133191.1	725774	1329646	100333765	+
NC_133191.1	1041729	1041938	cgi7167	NC_133191.1	725774	1329646	100333765	+
NC_133191.1	1160205	1160583	cgi7168	NC_133191.1	725774	1329646	100333765	+
NC_133191.1	1428737	1429036	cgi7169	NC_133191.1	1426807	1458599	100333973	+
NC_133191.1	1432417	1432629	cgi7170	NC_133191.1	1426807	1458599	100333973	+
NC_133191.1	1568678	1568979	cgi7171	NC_133191.1	1564191	1603387	260351	-
NC_133191.1	1571541	1571746	cgi7172	NC_133191.1	1564191	1603387	260351	-
NC_133191.1	1617257	1617509	cgi7173	NC_133191.1	1606947	1869659	100332599	-
NC_133191.1	1623036	1623237	cgi7174	NC_133191.1	1606947	1869659	100332599	-
NC_133191.1	1691454	1691758	cgi7175	NC_133191.1	1606947	1869659	100332599	-
NC_133191.1	1804760	1805121	cgi7176	NC_133191.1	1606947	1869659	100332599	-
NC_133191.1	1911188	1911759	cgi7177	NC_133191.1	1880767	2222682	556013	+
NC_133191.1	2125996	2126197	cgi7178	NC_133191.1	1880767	2222682	556013	+
NC_133191.1	2590711	2590948	cgi7179	NC_133191.1	2554932	2593018	572430	-
NC_133191.1	2615485	2615853	cgi7180	NC_133191.1	2594327	2616197	767787	-
NC_133191.1	2615485	2615853	cgi7180	NC_133191.1	2613202	2622433	100333749	+
NC_133191.1	2627363	2627731	cgi7181	NC_133191.1	2625177	2635121	110437962	+
NC_133191.1	2635952	2636320	cgi7182	NC_133191.1	2630704	2638220	141378133	-
NC_133191.1	2635952	2636320	cgi7182	NC_133191.1	2633356	2646181	108179554	+
NC_133191.1	2647258	2647626	cgi7183	NC_133191.1	2641856	2660873	141378132	-
NC_133191.1	2647258	2647626	cgi7183	NC_133191.1	2644751	2657493	108179555	+
NC_133191.1	2658570	2658938	cgi7184	NC_133191.1	2641856	2660873	141378132	-
NC_133191.1	2658570	2658938	cgi7184	NC_133191.1	2656045	2667243	110437964	+
NC_133191.1	2709838	2710569	cgi7185	NC_133191.1	2679078	2712533	559461	-
NC_133191.1	2761091	2761526	cgi7186	NC_133191.1	2716075	2768572	571825	-
NC_133191.1	2761091	2761526	cgi7186	NC_133191.1	2737420	2783308	436911	+
NC_133191.1	2761920	2762173	cgi7187	NC_133191.1	2716075	2768572	571825	-
NC_133191.1	2761920	2762173	cgi7187	NC_133191.1	2737420	2783308	436911	+
NC_133191.1	3011665	3012688	cgi7188	NC_133191.1	2943629	3014538	369194	-
NC_133191.1	3020986	3021278	cgi7189	NC_133191.1	3018881	3027401	553217	-
NC_133191.1	3031116	3031791	cgi7190	NC_133191.1	3022991	3042763	100334565	+
NC_133191.1	3084212	3085035	cgi7191	NC_133191.1	3083681	3087083	100148963	-
NC_133191.1	3258110	3258478	cgi7192	NC_133191.1	3251349	3260501	137487864	-
NC_133191.1	3269718	3270086	cgi7193	NC_133191.1	3262870	3272094	141378135	-
NC_133191.1	3269718	3270086	cgi7193	NC_133191.1	3266777	3276220	141378136	+
NC_133191.1	3280830	3281197	cgi7194	NC_133191.1	3274553	3283400	137487866	-
NC_133191.1	3280830	3281197	cgi7194	NC_133191.1	3278923	3313238	553685	+
NC_133191.1	3319721	3320026	cgi7195	NC_133191.1	3318082	3403101	100134935	-
NC_133191.1	3672620	3673123	cgi7197	NC_133191.1	3670505	3888915	100334689	-
NC_133191.1	3787499	3787989	cgi7198	NC_133191.1	3670505	3888915	100334689	-
NC_133191.1	3886644	3886901	cgi7199	NC_133191.1	3670505	3888915	100334689	-
NC_133191.1	4355257	4355537	cgi7201	NC_133191.1	4348582	4387052	195821	+
NC_133191.1	4536781	4537125	cgi7202	NC_133191.1	4506725	4539120	30682	-
NC_133191.1	4536781	4537125	cgi7202	NC_133191.1	4533522	4557171	141378142	+
NC_133191.1	4736119	4736446	cgi7203	NC_133191.1	4732470	4752438	799896	-
NC_133191.1	5121987	5122321	cgi7204	NC_133191.1	5119855	5129069	100330676	+
NC_133191.1	5127815	5128457	cgi7205	NC_133191.1	5119855	5129069	100330676	+
NC_133191.1	5310325	5310540	cgi7206	NC_133191.1	5231351	5324066	569980	-
NC_133191.1	5321858	5322172	cgi7207	NC_133191.1	5231351	5324066	569980	-
NC_133191.1	5353481	5353707	cgi7208	NC_133191.1	5326576	5363673	317763	-
NC_133191.1	5374746	5374994	cgi7209	NC_133191.1	5372816	5386297	393769	+
NC_133191.1	5384990	5385337	cgi7210	NC_133191.1	5372816	5386297	393769	+
NC_133191.1	5403801	5404412	cgi7211	NC_133191.1	5398723	5415837	100332515	+
NC_133191.1	5412619	5413052	cgi7212	NC_133191.1	5398723	5415837	100332515	+
NC_133191.1	5418517	5418916	cgi7213	NC_133191.1	5416126	5447714	558933	+
NC_133191.1	5582842	5583056	cgi7214	NC_133191.1	5467050	5715948	100321011	+
NC_133191.1	5696346	5696632	cgi7215	NC_133191.1	5467050	5715948	100321011	+
NC_133191.1	6283580	6283789	cgi7216	NC_133191.1	6128077	6408592	561925	+
NC_133191.1	6353114	6353328	cgi7217	NC_133191.1	6128077	6408592	561925	+
NC_133191.1	6422819	6423024	cgi7218	NC_133191.1	6407788	6471271	30265	-
NC_133191.1	7525239	7525463	cgi7219	NC_133191.1	7448053	7525926	338246	+
NC_133191.1	7569447	7569890	cgi7220	NC_133191.1	7546611	7571997	321720	-
NC_133191.1	7694383	7694662	cgi7221	NC_133191.1	7643173	7696730	561541	-
NC_133191.1	7771141	7771378	cgi7222	NC_133191.1	7763666	7778041	323473	-
NC_133191.1	7990701	7990905	cgi7223	NC_133191.1	7986044	7992844	415108	+
NC_133191.1	8126285	8126495	cgi7224	NC_133191.1	8076567	8129463	561754	-
NC_133191.1	8127015	8127538	cgi7225	NC_133191.1	8076567	8129463	561754	-
NC_133191.1	8459217	8459615	cgi7226	NC_133191.1	8385949	8474167	436661	-
NC_133191.1	8866639	8866918	cgi7227	NC_133191.1	8704577	8868730	562032	-
NC_133191.1	8931068	8931272	cgi7228	NC_133191.1	8877111	9017629	497312	-
NC_133191.1	8931068	8931272	cgi7228	NC_133191.1	8910079	9328594	141378159	-
NC_133191.1	9367790	9368159	cgi7229	NC_133191.1	9115962	9370171	368847	-
NC_133191.1	10562087	10562296	cgi7231	NC_133191.1	10546665	10570170	565251	+
NC_133191.1	10609227	10609741	cgi7232	NC_133191.1	10600101	10610724	386701	+
NC_133191.1	10778473	10778680	cgi7233	NC_133191.1	10741796	10780676	564613	-
NC_133191.1	10778473	10778680	cgi7233	NC_133191.1	10778645	10818052	100500702	-
NC_133191.1	10878403	10878647	cgi7234	NC_133191.1	10813984	10895917	560816	+
NC_133191.1	10891312	10891533	cgi7235	NC_133191.1	10813984	10895917	560816	+
NC_133191.1	11034210	11034670	cgi7237	NC_133191.1	11032489	11078560	64611	+
NC_133191.1	11035832	11036564	cgi7238	NC_133191.1	11032489	11078560	64611	+
NC_133191.1	11114418	11114646	cgi7239	NC_133191.1	11093753	11117973	58125	+
NC_133191.1	11294838	11295610	cgi7240	NC_133191.1	11293217	11407597	565909	+
NC_133191.1	11415581	11415819	cgi7241	NC_133191.1	11414438	11484944	323246	+
NC_133191.1	11449067	11449771	cgi7242	NC_133191.1	11414438	11484944	323246	+
NC_133191.1	11496432	11496670	cgi7243	NC_133191.1	11489434	11505082	566071	-
NC_133191.1	11502638	11503130	cgi7244	NC_133191.1	11489434	11505082	566071	-
NC_133191.1	11502638	11503130	cgi7244	NC_133191.1	11502294	11551806	30664	+
NC_133191.1	11504398	11504615	cgi7245	NC_133191.1	11489434	11505082	566071	-
NC_133191.1	11504398	11504615	cgi7245	NC_133191.1	11502294	11551806	30664	+
NC_133191.1	11557371	11557687	cgi7246	NC_133191.1	11555366	11607243	798589	+
NC_133191.1	11603993	11604330	cgi7247	NC_133191.1	11555366	11607243	798589	+
NC_133191.1	11660174	11660476	cgi7248	NC_133191.1	11619625	11842293	798791	+
NC_133191.1	11824236	11824567	cgi7249	NC_133191.1	11619625	11842293	798791	+
NC_133191.1	11841046	11841531	cgi7250	NC_133191.1	11619625	11842293	798791	+
NC_133191.1	12447172	12447517	cgi7251	NC_133191.1	12414807	12449418	394131	-
NC_133191.1	12583375	12583791	cgi7252	NC_133191.1	12521331	12585744	555566	-
NC_133191.1	12631670	12631926	cgi7253	NC_133191.1	12626074	12640153	563797	+
NC_133191.1	13095191	13095670	cgi7255	NC_133191.1	13093240	13121545	406671	+
NC_133191.1	13318651	13318956	cgi7256	NC_133191.1	13247331	13320881	100003329	-
NC_133191.1	13647859	13648062	cgi7257	NC_133191.1	13543020	13842630	100149482	-
NC_133191.1	13973637	13974514	cgi7258	NC_133191.1	13959945	13976318	569109	-
NC_133191.1	13988471	13988713	cgi7259	NC_133191.1	13985144	14019576	101883130	-
NC_133191.1	14016466	14016711	cgi7260	NC_133191.1	13985144	14019576	101883130	-
NC_133191.1	14017279	14017524	cgi7261	NC_133191.1	13985144	14019576	101883130	-
NC_133191.1	14192326	14192616	cgi7262	NC_133191.1	14190386	14202980	445115	+
NC_133191.1	14931355	14931559	cgi7263	NC_133191.1	14914629	14931912	447872	-
NC_133191.1	14931355	14931559	cgi7263	NC_133191.1	14928711	15018682	768177	+
NC_133191.1	15050637	15050852	cgi7264	NC_133191.1	15048634	15394644	321298	+
NC_133191.1	15595533	15595941	cgi7265	NC_133191.1	15508229	15598077	431722	-
NC_133191.1	15595533	15595941	cgi7265	NC_133191.1	15546471	15614129	141378192	+
NC_133191.1	16260733	16260990	cgi7266	NC_133191.1	16251913	16262802	503707	-
NC_133191.1	17332250	17332639	cgi7267	NC_133191.1	17311962	17333392	321130	-
NC_133191.1	17332250	17332639	cgi7267	NC_133191.1	17329996	17332899	393232	+
NC_133191.1	18213539	18214187	cgi7268	NC_133191.1	18212075	18218516	108179593	-
NC_133191.1	20883796	20884017	cgi7270	NC_133191.1	20880229	20889464	141378076	-
NC_133191.1	20883796	20884017	cgi7270	NC_133191.1	20881821	20889459	324931	+
NC_133191.1	20887274	20888290	cgi7271	NC_133191.1	20880229	20889464	141378076	-
NC_133191.1	20887274	20888290	cgi7271	NC_133191.1	20881821	20889459	324931	+
NC_133191.1	21102339	21102890	cgi7272	NC_133191.1	21100232	21103831	550518	+
NC_133191.1	21840470	21840802	cgi7273	NC_133191.1	21665745	21842742	570999	-
NC_133191.1	21840470	21840802	cgi7273	NC_133191.1	21793214	21955505	141378087	+
NC_133191.1	22087758	22088350	cgi7274	NC_133191.1	22085611	22153484	494088	+
NC_133191.1	22256531	22256836	cgi7275	NC_133191.1	22223552	22288922	101886298	-
NC_133191.1	22256531	22256836	cgi7275	NC_133191.1	22254212	22257812	30382	+
NC_133191.1	22536863	22537148	cgi7276	NC_133191.1	22385358	23542751	137487900	+
NC_133191.1	22536863	22537148	cgi7276	NC_133191.1	22495237	22579433	569112	-
NC_133191.1	23023367	23023616	cgi7277	NC_133191.1	22385358	23542751	137487900	+
NC_133191.1	23023367	23023616	cgi7277	NC_133191.1	23008687	23025548	568505	-
NC_133191.1	23052567	23052919	cgi7278	NC_133191.1	22385358	23542751	137487900	+
NC_133191.1	23052567	23052919	cgi7278	NC_133191.1	23030017	23055035	568558	-
NC_133191.1	23101137	23101360	cgi7279	NC_133191.1	22385358	23542751	137487900	+
NC_133191.1	23101137	23101360	cgi7279	NC_133191.1	23092532	23148128	335834	+
NC_133191.1	23308932	23309153	cgi7280	NC_133191.1	22385358	23542751	137487900	+
NC_133191.1	23308932	23309153	cgi7280	NC_133191.1	23249245	23612270	141378084	+
NC_133191.1	23308932	23309153	cgi7280	NC_133191.1	23287739	23311399	562791	+
