chr	start	end	mean_meth_FB	mean_cov_FB	nCpG_FB	name	mean_meth_WB	mean_cov_WB	nCpG_WB	delta	direction	overlapping_gene_NCBI_ID	overlapping_gene_NCBI_symbol	gene description
NC_133179.1	1324700	1325171	0.001158563	15.17989418	378	cgi1687	0.024310766	39.58881579	79	-0.023152203	No change	101885658		
NC_133193.1	53979992	53980283	0.006644787	14.91666667	168	cgi8341	0.029753205	91.47842742	129	-0.023108419	No change	445561;100330514		
NC_133176.1	2236473	2236711	0.387451218	15.14035088	119	cgi72	0.364355794	84.01388889	72	0.023095424	No change	58126		
NC_133176.1	16624548	16624994	0.001198493	10.28174603	252	cgi185	0.024289375	26.03571429	28	-0.023090883	No change	568198		
NC_133195.1	49908528	49908864	0	10.70731183	154	cgi9188	0.023088124	72.1	40	-0.023088124	No change	564403;394198		
NC_133199.1	117665	118204	0.965953717	26.92076503	366	cgi10511	0.942869043	24.06559163	127	0.023084674	No change	792366		
NC_133195.1	174069	174982	0.000425836	28.3482906	468	cgi8870	0.023501646	73.71875	34	-0.023075811	No change	566499		
NC_133180.1	10345685	10346204	0.956754308	16.55718954	214	cgi2179	0.979819024	37.20833333	22	-0.023064715	No change	101884640		
NC_133194.1	36757432	36758358	0.000746184	12.88383839	345	cgi8747	0.023764838	22.70588235	54	-0.023018655	No change	560267		
NC_133193.1	38295	39094	0.933574393	20.61372492	352	cgi8013	0.910565046	53.54047619	78	0.023009347	No change	568786		
NC_133191.1	58514639	58515164	0.001410136	14	216	cgi7494	0.024396064	35.47916667	31	-0.022985928	No change	572146;141378098		
NC_133198.1	23080976	23081537	0	14.1	240	cgi10253	0.022985647	50.39583333	48	-0.022985647	No change	324335		
NC_133194.1	45944925	45945832	0.000409056	14.67193049	437	cgi8795	0.023380617	18.58537296	96	-0.022971561	No change	394176		
NC_133176.1	392135	392561	0.910523121	17.75724638	276	cgi41	0.933493861	72.84730592	113	-0.02297074	No change	114423		
NC_133193.1	187279	187774	0.002593628	25.80659134	356	cgi8026	0.025487854	64.68154996	134	-0.022894226	No change	449925		
NC_133188.1	1111965	1112425	0.950868605	12.40904518	228	cgi5873	0.97375888	29.52272727	38	-0.022890275	No change	555686;564497		
NC_133200.1	18845727	18845998	0.002338435	11.75	168	cgi11045	0.025219702	91.875	24	-0.022881266	No change	560466		
NC_133177.1	10414212	10414458	0.002616747	10.06376812	135	cgi733	0.025492077	160.525	40	-0.02287533	No change	100004809;406383		
NC_133180.1	23646988	23647623	0.000945953	25.24726776	365	cgi2255	0.02381841	33.45833333	24	-0.022872457	No change	568768		
NC_133182.1	42097334	42097786	0.001574077	17.04255319	282	cgi3488	0.024439187	32.33333333	24	-0.02286511	No change	561773		
NC_133191.1	59793919	59794893	0.944847842	17.95490722	533	cgi7548	0.921998754	95.00824353	177	0.022849087	No change	393533		
NC_133180.1	78547300	78547562	0	21.92592593	162	cgi2548	0.022839506	14.18518518	27	-0.022839506	No change	393656		
NC_133179.1	13763317	13763797	0.008123299	14.75757576	264	cgi1817	0.030952174	54.64682539	69	-0.022828875	No change	558006;103910424		
NC_133191.1	58872420	58872733	0.00018018	18.66666667	220	cgi7504	0.023002107	61.86956522	92	-0.022821926	No change	100537897		
NC_133191.1	59378226	59379214	0.009470758	10.2627673	529	cgi7518	0.032271902	54.69728734	137	-0.022801144	No change	393602		
NC_133188.1	56508557	56509269	0.001582533	32.1814346	474	cgi6230	0.02438107	29.45865508	78	-0.022798536	No change	555724		
NC_133198.1	31331323	31331529	0.068273975	12.52786378	112	cgi10298	0.091062458	39.85714286	28	-0.022788483	No change	no_gene		
NC_133177.1	57717821	57719010	0.001582438	11.1313246	701	cgi1007	0.02435975	57.81228992	69	-0.022777312	No change	101884972		
NC_133191.1	24177197	24177764	0.005951703	10.07989418	246	cgi7284	0.028704398	126.4417735	46	-0.022752695	No change	323818;445492		
NC_133193.1	8983258	8983886	0.144842962	13.56177642	364	cgi8127	0.167588531	101.2258839	142	-0.022745569	No change	557701		
NC_133182.1	11579351	11579584	0.909809372	15.48015873	123	cgi3264	0.932554501	162.4583333	24	-0.022745129	No change	100003660;101882109		
NC_133188.1	45086908	45087148	0.008673331	11.9469697	115	cgi6140	0.031412304	58.66964286	46	-0.022738972	No change	368476		
NC_133180.1	78677418	78678788	0.007424522	22.10416667	576	cgi2557	0.030148282	63.05579293	141	-0.02272376	No change	556870		
NC_133183.1	9100957	9101516	0	12.9	270	cgi3828	0.022681038	62.925	40	-0.022681038	No change	565206		
NC_133176.1	229702	230057	0.866584907	26	204	cgi21	0.889265269	63.27763158	66	-0.022680362	No change	323208		
NC_133182.1	69574514	69575229	0.003773717	17.21505102	285	cgi3601	0.026433798	82.58695652	92	-0.022660081	No change	407698;570435		
NC_133194.1	40901108	40901575	0.922602104	13.38877688	191	cgi8762	0.94521815	38.41666667	34	-0.022616047	No change	555505		
NC_133188.1	39755526	39756571	0.001326429	19.39560439	546	cgi6105	0.023915288	32.07142857	49	-0.02258886	No change	560561		
NC_133186.1	3953538	3954102	0.129624932	10.5	228	cgi5124	0.107040909	36.28846154	76	0.022584023	No change	565366;30480		
NC_133200.1	37260997	37261796	0.935722767	16.00970319	411	cgi11137	0.958299508	73.84639551	107	-0.02257674	No change	436931		
NC_133196.1	8124137	8124680	0.000489718	17.39215686	306	cgi9468	0.023061878	25.81228633	49	-0.02257216	No change	141379974;445092		
NC_133176.1	14157074	14159529	0.012828467	15.88115331	1422	cgi171	0.03539128	58.82557245	221	-0.022562813	No change	259186		
NC_133200.1	37625855	37626102	0.002289196	11.83333333	138	cgi11147	0.024823633	25.21428572	28	-0.022534437	No change	570618		
NC_133190.1	27218324	27218699	0	18.03225807	186	cgi6903	0.022534007	98.97222222	33	-0.022534007	No change	445234		
NC_133179.1	12884322	12885216	0.002534118	16.93333334	390	cgi1809	0.025061619	52.51086957	92	-0.022527501	No change	796113		
NC_133183.1	26861317	26862014	0.000475146	16.44736842	342	cgi3956	0.022992115	105.7986111	90	-0.022516968	No change	799410		
NC_133191.1	31974577	31974855	0.923003824	19.15740741	108	cgi7326	0.945511435	63.2	23	-0.022507611	No change	794707		
NC_133188.1	52000877	52001192	0.047150541	15.42528736	174	cgi6177	0.024683429	16.96153846	48	0.022467112	No change	559153		
NC_133181.1	63134381	63134605	0.836402885	16.30833333	120	cgi3086	0.858809652	114.8625	80	-0.022406767	No change	393546		
NC_133191.1	754789	755016	0.309164866	14.45098039	102	cgi7161	0.331569973	21.86538462	44	-0.022405107	No change	100333765		
NC_133177.1	29748103	29748423	0.406472603	16.26388889	142	cgi823	0.384069086	47.69642857	53	0.022403516	No change	30218		
NC_133187.1	27388875	27389763	0.00281197	12.11368675	431	cgi5635	0.025198009	100.7524315	126	-0.022386039	No change	30636		
NC_133182.1	33945189	33946337	0.002915037	14.91458333	480	cgi3430	0.025295492	41.43592657	83	-0.022380455	No change	100007598		
NC_133195.1	155235	155459	0.762159299	21.95098039	102	cgi8868	0.739798342	63.01069519	50	0.022360957	No change	566499		
NC_133189.1	50673169	50673611	0.914765507	16.73737374	198	cgi6629	0.937112374	83.87259615	61	-0.022346867	No change	445489		
NC_133181.1	22003177	22003744	0.000212766	13.48085106	235	cgi2866	0.022558862	96.70454543	44	-0.022346096	No change	393677;100331775		
NC_133191.1	58710243	58710716	0.000330688	12.98611111	216	cgi7497	0.022672653	75.12500001	51	-0.022341965	No change	405865		
NC_133189.1	1336924	1338349	0.000264946	21.82187259	650	cgi6303	0.022576423	51.32078445	112	-0.022311477	No change	100884148;141377650		
NC_133182.1	38745063	38745609	0.00090891	14.30620155	258	cgi3459	0.023213665	91.29854168	85	-0.022304755	No change	794545		
NC_133180.1	78367076	78367469	0.893108981	13.82560629	191	cgi2536	0.915411757	61.59047619	57	-0.022302775	No change	568758		
NC_133185.1	47709979	47710552	0.946865171	13.23746867	248	cgi5022	0.969137229	115.4285714	56	-0.022272059	No change	30714		
NC_133196.1	31407808	31408105	0.000385802	13.12037037	216	cgi9609	0.022625934	53.90909091	44	-0.022240131	No change	558326		
NC_133177.1	45060476	45060721	0.915848849	14.62796698	112	cgi908	0.938076891	31.1	36	-0.022228041	No change	570582		
NC_133194.1	11492346	11492661	0.00117284	10.58888889	180	cgi8634	0.023399887	138.7857143	56	-0.022227047	No change	792915;393695		
NC_133188.1	9868540	9868906	0.002389264	11.59454326	273	cgi5928	0.024608192	32.875	40	-0.022218927	No change	562104		
NC_133179.1	1983311	1984092	0.953050536	11.82588384	313	cgi1699	0.975267281	77.6	40	-0.022216745	No change	566352		
NC_133191.1	29978958	29979268	0	18.16666667	144	cgi7310	0.022212928	98.25	64	-0.022212928	No change	791987		
NC_133200.1	39098484	39098765	0.001439394	15.5	150	cgi11207	0.02361105	46.96428572	28	-0.022171656	No change	606720;560238		
NC_133200.1	30876813	30877151	0.00204826	16.36111111	180	cgi11084	0.024214969	67.64285715	28	-0.022166709	No change	497461		
NC_133199.1	21015335	21015742	0.000187056	23.46464647	198	cgi10615	0.022321429	10.84375	32	-0.022134373	No change	100003232;492342		
NC_133176.1	223050	223409	0.895075086	24.39506173	162	cgi20	0.872954555	82.6	47	0.022120531	No change	550463		
NC_133183.1	26987971	26988379	0	17.1622807	228	cgi3958	0.022092137	61.0625	32	-0.022092137	No change	436928		
NC_133188.1	35053732	35054732	0.006919233	14.85307018	456	cgi6063	0.029008044	77.75357143	114	-0.022088811	No change	65233;450080		
NC_133183.1	27901503	27902118	0.001984906	14.38562092	306	cgi3966	0.024057509	79.15277778	72	-0.022072603	No change	100033724		
NC_133178.1	38261509	38261990	0.896003498	12.3005434	219	cgi1467	0.918073474	123	40	-0.022069975	No change	100006233		
NC_133190.1	428921	429155	0	17.41666667	144	cgi6764	0.022061707	84.82142858	28	-0.022061707	No change	30232		
NC_133191.1	11035832	11036564	0.000707559	14.83091787	414	cgi7238	0.022725751	20.61652931	62	-0.022018193	No change	64611		
NC_133177.1	63142784	63143581	0.000696882	19.7377257	363	cgi1085	0.02271347	63.78958334	116	-0.022016587	No change	141379220		
NC_133184.1	1966579	1967000	0.006372713	10.77419355	155	cgi4243	0.028348368	34.28063726	45	-0.021975655	No change	30404		
NC_133187.1	43667566	43668061	0.004943924	13.42962963	270	cgi5721	0.026909981	46.89533889	161	-0.021966056	No change	553411		
NC_133197.1	567912	568185	0.958577409	10.68217338	154	cgi9778	0.980531999	14.27777778	33	-0.02195459	No change	394081		
NC_133178.1	17229483	17229799	0.948589572	11.93922127	160	cgi1301	0.970541948	108.9461539	58	-0.021952376	No change	450056		
NC_133179.1	7027913	7028370	0.576085953	13.29166667	216	cgi1759	0.598033834	130.75	32	-0.02194788	No change	555242		
NC_133191.1	49001350	49001841	0.001158997	16.2372803	281	cgi7419	0.023095224	45.19117647	136	-0.021936227	No change	393672		
NC_133192.1	48912332	48912757	0.000520833	16.32992424	164	cgi7900	0.022451707	47.49415585	35	-0.021930873	No change	368207		
NC_133195.1	59260796	59262571	0.921649434	13.01487145	798	cgi9326	0.943575963	81.39285715	28	-0.02192653	No change	no_gene		
NC_133186.1	40398653	40398975	0.928929935	12.76307971	147	cgi5327	0.950835132	32.69375	36	-0.021905197	No change	555983;325975		
NC_133186.1	23447513	23447833	0.492212824	13.78282828	198	cgi5235	0.470333482	32.5437063	48	0.021879343	No change	100150414		
NC_133185.1	16761523	16761908	0.008909622	12.79761905	168	cgi4823	0.030778496	43.7	20	-0.021868873	No change	751709		
NC_133196.1	32684028	32685056	0.000381291	15.24521073	522	cgi9620	0.022236267	84.81296993	164	-0.021854976	No change	559090		
NC_133182.1	18717727	18718308	0.001062826	15.46031746	252	cgi3309	0.022899397	46.3234127	78	-0.021836571	No change	101884490		
NC_133185.1	8585652	8585890	0.001652001	16.66666667	120	cgi4799	0.023477381	109.1977273	37	-0.02182538	No change	561469		
NC_133193.1	42599156	42599504	0.947935842	16.6827957	186	cgi8247	0.969748053	59.49107143	94	-0.021812211	No change	378958		
NC_133196.1	18476324	18477199	0	14.29247029	401	cgi9544	0.021795902	44.09722222	69	-0.021795902	No change	568265		
NC_133190.1	22699756	22700048	0.001642512	11.28442029	119	cgi6879	0.023433762	81.3763369	77	-0.02179125	No change	393783		
NC_133182.1	12038023	12038678	0.001432179	11.9877438	311	cgi3266	0.023222236	42.32142857	56	-0.021790057	No change	100003660;569582		
NC_133178.1	23797357	23798009	0.000121212	21.57272727	330	cgi1369	0.021903071	39.40602453	43	-0.021781859	No change	565612		
NC_133199.1	1212799	1213004	0.948507497	11.18958333	95	cgi10536	0.970278256	107.0714286	28	-0.02177076	No change	556734		
NC_133198.1	38110739	38111114	0	10.85294117	204	cgi10356	0.021744057	12.81818182	39	-0.021744057	No change	565671		
NC_133177.1	36966030	36966431	0.000912486	17.58392751	203	cgi864	0.022650569	39	76	-0.021738083	No change	141378372;30181		
NC_133181.1	51020763	51021103	0.001555556	12.36	150	cgi2988	0.023285547	20.41233766	40	-0.021729991	No change	100333587		
NC_133192.1	26983554	26983895	0	12.66176471	209	cgi7801	0.021722893	55.1875	64	-0.021722893	No change	368902;100001219		
NC_133176.1	19137231	19137749	0.00062004	12.43518518	216	cgi198	0.02233645	113.75	48	-0.021716411	No change	404275		
NC_133195.1	51216245	51216535	0.00113083	12.9054054	222	cgi9213	0.0228285	70.72748957	164	-0.02169767	No change	141379463;100331995		
NC_133186.1	27754528	27755175	0.00017094	11.64959936	389	cgi5258	0.021864273	63.64464286	68	-0.021693333	No change	445146		
NC_133181.1	5256180	5257065	0.006166004	10.29363568	568	cgi2777	0.027837659	129.2732143	81	-0.021671655	No change	137495912;58057		
NC_133190.1	51377109	51377601	0.000350877	15.45211988	341	cgi7110	0.022013985	112.0508206	249	-0.021663108	No change	100538205		
NC_133179.1	257508	257992	0.000568657	12.47517731	282	cgi1647	0.0222213	29.83333333	36	-0.021652642	No change	393212		
NC_133185.1	46599671	46600191	0.010294013	13.48106061	264	cgi5010	0.031944444	10	20	-0.021650432	No change	402861;324123		
NC_133194.1	21771331	21771688	0.000560224	17.4952381	210	cgi8670	0.022198193	69.67	100	-0.021637969	No change	561144		
NC_133195.1	58535706	58536304	0.951788357	23.43488931	341	cgi9317	0.930152175	70.23643295	88	0.021636182	No change	405898		
NC_133178.1	33862291	33862546	0	15.375	120	cgi1447	0.021626241	21.01041667	60	-0.021626241	No change	393953		
NC_133196.1	1611239	1611501	0.000600962	10.7734375	128	cgi9391	0.022218434	47.81818182	44	-0.021617473	No change	100526651		
NC_133177.1	19557137	19557614	0.000669437	17.96929825	228	cgi765	0.022268815	31.80332168	92	-0.021599378	No change	560057		
NC_133195.1	53975689	53975901	0.942845871	14.41421569	97	cgi9233	0.964429012	14.58333333	20	-0.021583142	No change	100331714		
NC_133180.1	78505084	78505381	0.000846354	11.859375	192	cgi2544	0.0224258	106.5806452	124	-0.021579446	No change	554136;550234		
NC_133180.1	78875646	78876157	0.958385926	20.2875	240	cgi2573	0.979955187	86.13782052	55	-0.021569262	No change	100151196		
NC_133195.1	217454	217945	0.01208923	13.26056911	245	cgi8872	0.033656912	24.76116072	55	-0.021567682	No change	no_gene		
NC_133200.1	8409613	8410139	0.0003367	16.6983165	269	cgi10980	0.021903355	23.45833333	24	-0.021566654	No change	565473;141380885		
NC_133188.1	40988809	40989610	0.000162285	11.98523207	474	cgi6121	0.021717217	52.84210527	76	-0.021554932	No change	100003745;141377040		
NC_133181.1	61490759	61491040	0.067372273	10.66666667	104	cgi3050	0.088916959	22.55	40	-0.021544686	No change	no_gene		
NC_133193.1	88628	89239	0.003891734	19.76075269	372	cgi8016	0.025436418	55.16954964	158	-0.021544684	No change	497284		
NC_133187.1	51490163	51490415	0.000330688	11.23214286	168	cgi5802	0.021862318	103.8823529	68	-0.021531631	No change	100333111		
NC_133185.1	37561176	37561864	0.003148537	14.75292517	299	cgi4930	0.024666497	120.3759921	47	-0.021517961	No change	450063;100000844		
NC_133193.1	251391	252054	0.930252376	16.8220826	353	cgi8031	0.951767786	43.84749809	106	-0.02151541	No change	280653		
NC_133188.1	3886961	3887273	0.000511696	23.69047619	168	cgi5898	0.022024297	68.182493	120	-0.021512601	No change	570766		
NC_133193.1	48954069	48954465	0	12.08602151	186	cgi8287	0.021505794	27.71666667	60	-0.021505794	No change	394001		
NC_133177.1	33283397	33283746	0.000719246	10.640625	192	cgi845	0.02220256	25.5	48	-0.021483314	No change	556485		
NC_133179.1	7118892	7119456	0.467151027	16.15116279	258	cgi1760	0.445719074	55.12116376	103	0.021431954	No change	793299		
NC_133198.1	432316	432696	0.953757491	18.47530864	162	cgi10142	0.975171969	143.4583333	24	-0.021414478	No change	393309		
NC_133188.1	35217754	35218011	0.920005625	13.09035088	119	cgi6066	0.941414982	95.6221591	59	-0.021409357	No change	797299		
NC_133198.1	1158848	1159103	0.000517598	11.44631093	137	cgi10156	0.0219231	13.13888889	42	-0.021405502	No change	137489173;359838		
NC_133178.1	22417246	22417828	0.002630113	10.88333333	240	cgi1347	0.024035321	23.87142857	34	-0.021405208	No change	30344		
NC_133194.1	8042530	8042822	0	10.21491228	115	cgi8603	0.021398673	64.5	24	-0.021398673	No change	368610		
NC_133177.1	55077863	55078133	0.943183708	14.48583663	137	cgi995	0.964578817	31.74444445	37	-0.02139511	No change	566581		
NC_133195.1	21371992	21373642	0.002037843	13.28966102	743	cgi9011	0.023420447	56.86374992	182	-0.021382605	No change	792104		
NC_133189.1	37430666	37430964	0.000493097	16.8525641	156	cgi6562	0.021821131	43.46875	32	-0.021328035	No change	192321		
NC_133184.1	22883963	22884310	0	15.54166667	192	cgi4345	0.021310101	15.96428572	65	-0.021310101	No change	393693;101884374		
NC_133185.1	22011680	22012262	9.34E-05	21.96405229	306	cgi4834	0.021398423	87.28342246	83	-0.021305052	No change	406443		
NC_133188.1	45539387	45539906	0.002487224	11.37037037	291	cgi6142	0.023750844	47.91787635	130	-0.02126362	No change	100150054		
NC_133178.1	23224831	23225635	0.000499195	13.62243231	400	cgi1366	0.021748287	78.91875	228	-0.021249092	No change	101884706		
NC_133197.1	21750437	21751484	0.000724854	14.18181818	396	cgi10032	0.021968046	13	27	-0.021243193	No change	563953		
NC_133199.1	8170492	8170720	0.039408441	16.46491228	114	cgi10584	0.018222576	112.9333333	60	0.021185865	No change	406289		
NC_133186.1	42859464	42859726	0.15669054	13.86086956	115	cgi5352	0.177873978	15.83333333	24	-0.021183438	No change	561520		
NC_133193.1	31712338	31712948	0.000253293	15.27659575	282	cgi8223	0.021419605	19.27631579	63	-0.021166312	No change	567033		
NC_133193.1	18869207	18870271	0.000345719	10.42601358	503	cgi8165	0.021507271	92.01127555	162	-0.021161552	No change	393959		
NC_133180.1	74807886	74808261	0.000524834	13.73974787	183	cgi2499	0.021667783	118.1875	32	-0.02114295	No change	561384;141385683		
NC_133176.1	358179	358507	0.002471002	25.67117117	222	cgi37	0.023594661	120.4930556	144	-0.021123659	No change	791208;100332229		
NC_133183.1	27790520	27790867	0	21.56666667	150	cgi3964	0.021058114	18.83333333	20	-0.021058114	No change	619264		
NC_133188.1	58275	58541	0.000162443	28.21604938	162	cgi5834	0.021214146	29.75	20	-0.021051703	No change	678586;393615		
NC_133190.1	29850942	29851370	0.006097604	15.7745098	204	cgi6925	0.027146659	135.5625	48	-0.021049055	No change	101882098;30253		
NC_133199.1	41731027	41731437	0.865874766	10.11015326	153	cgi10770	0.886913274	103.6098901	43	-0.021038508	No change	570508		
NC_133198.1	39719495	39719812	0.000377074	15.11538462	151	cgi10373	0.021414551	97.88333334	60	-0.021037477	No change	373124		
NC_133187.1	48937796	48938118	0.000534188	10.80769231	156	cgi5765	0.02151297	137.6041667	48	-0.020978782	No change	100334859		
NC_133181.1	54976693	54977219	0.926421374	13.55135135	220	cgi3007	0.947394013	75.07692308	52	-0.020972638	No change	404630		
NC_133196.1	33220592	33221309	0.0002775	17.74242424	396	cgi9626	0.021233497	21.39088544	86	-0.020955997	No change	100005187		
NC_133198.1	440165	440422	0.802636318	12.06754386	119	cgi10143	0.781701745	14.5	25	0.020934573	No change	393309		
NC_133195.1	50095521	50095870	0.000712251	13.42551893	249	cgi9195	0.021644257	62.0625	32	-0.020932006	No change	565010		
NC_133189.1	7942261	7942521	0.844791994	14.83333333	144	cgi6442	0.865722689	124.8966346	37	-0.020930695	No change	373074		
NC_133184.1	31100094	31100476	0.000950728	11.03125	192	cgi4395	0.021877018	102.6923077	60	-0.020926291	No change	569353		
NC_133198.1	24291058	24291541	0.000260417	15.75548246	238	cgi10257	0.021167391	143.182029	101	-0.020906974	No change	100150502		
NC_133191.1	56070967	56071187	0	10.42222222	90	cgi7471	0.020906292	74.25555556	39	-0.020906292	No change	101885761		
NC_133176.1	527188	527414	0.902879022	13.48562378	110	cgi49	0.882018206	31.74166667	45	0.020860816	No change	564152		
NC_133189.1	45879345	45879624	0.000517598	14.80434783	138	cgi6598	0.021352413	18	27	-0.020834815	No change	558570		
NC_133193.1	323192	323601	0.000534188	11.45160885	224	cgi8034	0.021357865	127.09375	32	-0.020823677	No change	386710		
NC_133196.1	50173877	50174388	0.001923252	26.23129252	294	cgi9730	0.022717077	33.72069675	102	-0.020793825	No change	767665;799908		
NC_133193.1	53892180	53893096	0.938801898	13.98989899	396	cgi8335	0.959579112	30.78710407	48	-0.020777214	No change	100003922		
NC_133177.1	39022646	39022918	0	17.12318841	138	cgi871	0.020776319	81.78571429	28	-0.020776319	No change	565575		
NC_133177.1	519286	519911	0.000698259	11.55442177	294	cgi645	0.021464488	88.16484173	148	-0.020766229	No change	100141333;405856		
NC_133194.1	48382553	48382924	0.854450923	11.65054945	118	cgi8809	0.875206533	67.375	24	-0.020755609	No change	795613		
NC_133180.1	26675482	26676039	0.000190694	13.46376811	276	cgi2282	0.02090827	38.23418973	89	-0.020717575	No change	565869		
NC_133195.1	6969560	6970061	0.001783883	10.324	235	cgi8953	0.022478214	90.61800711	171	-0.020694331	No change	101882022;317638		
NC_133190.1	44935458	44936269	0.003551079	11.28910765	495	cgi7020	0.024233465	15.3334321	120	-0.020682386	No change	100330698;110437922		
NC_133182.1	31422850	31423588	0	18.06845238	336	cgi3417	0.02065569	94.70634921	41	-0.02065569	No change	323089		
NC_133185.1	11505488	11505880	0.00109375	11.5625	240	cgi4815	0.021744466	95.22222223	36	-0.020650716	No change	353224		
NC_133181.1	19397815	19398126	0	12.72580645	186	cgi2863	0.02064932	72.95625	38	-0.02064932	No change	794176		
NC_133192.1	23215773	23215988	0.022705692	15.60344828	174	cgi7761	0.043330305	47.17857143	28	-0.020624613	No change	402893		
NC_133178.1	6456682	6456975	0.038755693	18.08928572	168	cgi1185	0.059377867	91.44736842	76	-0.020622173	No change	no_gene		
NC_133181.1	10508587	10508862	0.001346292	23.4	150	cgi2807	0.021960936	45.75	28	-0.020614643	No change	558396		
NC_133199.1	32007187	32007738	0	14.85416667	240	cgi10690	0.020614033	100.7102273	176	-0.020614033	No change	791107		
NC_133185.1	3152024	3152308	0.922409701	13.33575838	167	cgi4725	0.943023449	100.645032	41	-0.020613748	No change	141376286;561030		
NC_133192.1	18135945	18136244	0.002174069	23.04166667	168	cgi7719	0.022783587	83.86383929	60	-0.020609518	No change	352937		
NC_133180.1	73556687	73558067	0.963768801	10.53954768	613	cgi2483	0.943181849	41.57237966	237	0.020586953	No change	568779		
NC_133183.1	34011857	34012153	0.000816993	15.00875604	128	cgi4025	0.0213572	78.19117647	68	-0.020540206	No change	767669		
NC_133182.1	80362399	80362610	0.894190587	13.94444444	108	cgi3712	0.873662205	91.95833332	24	0.020528381	No change	334597		
NC_133190.1	51601623	51601878	0	14.5	132	cgi7121	0.020505016	13.18181818	23	-0.020505016	No change	553020		
NC_133185.1	785126	785667	0.942043446	20.35772947	275	cgi4696	0.96254699	87.93134469	184	-0.020503545	No change	572216		
NC_133186.1	22517376	22517693	0.001676566	13.34082893	167	cgi5232	0.022175182	32.96428572	28	-0.020498616	No change	30297		
NC_133180.1	37510119	37511027	0.00035239	16.48071298	496	cgi2333	0.020842946	62.90833334	102	-0.020490556	No change	555590		
NC_133191.1	11504398	11504615	0	11.31944445	144	cgi7245	0.020490534	118.4166667	36	-0.020490534	No change	566071;30664		
NC_133185.1	34749275	34750237	0.000945946	15.19324324	410	cgi4913	0.021435169	43.22058824	136	-0.020489224	No change	386920;449794		
NC_133195.1	41117650	41118458	0.001421397	10.53036723	359	cgi9130	0.021895994	165.2152778	54	-0.020474597	No change	562595		
NC_133179.1	22063118	22063795	0.000722974	15.48797385	304	cgi1868	0.021194712	105.2477679	137	-0.020471737	No change	449994		
NC_133178.1	14553536	14554638	0.001285689	13.55555556	540	cgi1271	0.021756587	92.25548244	82	-0.020470899	No change	137490042;336311		
NC_133181.1	53097261	53098032	0.001041113	12.05242272	334	cgi2996	0.021502435	40.38461539	52	-0.020461322	No change	560341		
NC_133196.1	49945911	49946406	0	18.20068027	294	cgi9716	0.020427691	66.99002574	158	-0.020427691	No change	321948;554177;100000526		
NC_133200.1	37710722	37711063	0.011720207	13.16666667	162	cgi11165	0.032138129	50.20833333	24	-0.020417922	No change	563177;100329422		
NC_133179.1	13436707	13437069	0	10.06060606	198	cgi1814	0.020417139	70.38157895	70	-0.020417139	No change	415184;324428		
NC_133180.1	24857638	24858496	0.004791167	16.7010582	378	cgi2272	0.025192672	50.62692308	54	-0.020401506	No change	30038;141385809		
NC_133191.1	22256531	22256836	0.005544623	11.56666667	149	cgi7275	0.025941367	54.0625	32	-0.020396744	No change	101886298;30382		
NC_133195.1	1386018	1387384	0.959368559	14.26354418	513	cgi8904	0.979761652	46.45454546	29	-0.020393093	No change	494163		
NC_133189.1	29582057	29582313	0.000902479	13.95652174	138	cgi6518	0.021289767	38.29545455	44	-0.020387288	No change	101882850		
NC_133190.1	28099940	28100268	0	13.20833333	144	cgi6913	0.020383503	80.875	32	-0.020383503	No change	100002736;100004576		
NC_133176.1	28662614	28662832	0.000771605	14.31481482	108	cgi244	0.021152897	102.7727273	44	-0.020381292	No change	559327		
NC_133189.1	51244781	51245021	0.000925926	11.66944444	124	cgi6635	0.021299357	73.46590909	43	-0.020373431	No change	322857		
NC_133194.1	34261268	34261813	0.001209497	15.94025157	318	cgi8723	0.021581999	130.75	40	-0.020372502	No change	58008		
NC_133192.1	24280329	24280925	0.007415562	19.25378788	264	cgi7773	0.027769084	37.5357906	47	-0.020353522	No change	562072		
NC_133180.1	31241540	31241987	0.000836551	12.24324324	155	cgi2304	0.021178853	104.8030466	95	-0.020342302	No change	564842		
NC_133188.1	27405118	27405410	0	14.90151515	132	cgi6012	0.020293416	108.6818182	44	-0.020293416	No change	570248		
NC_133199.1	39436588	39436831	0.001032053	18.56140351	114	cgi10738	0.021313524	63.33055556	45	-0.02028147	No change	557679		
NC_133191.1	22536863	22537148	0.00348044	15.52564103	234	cgi7276	0.023736134	65.28571429	56	-0.020255693	No change	137487900;569112		
NC_133177.1	49263905	49264413	0.001134364	13.01828808	310	cgi951	0.021372099	48.58333333	57	-0.020237735	No change	393995		
NC_133187.1	2232556	2233228	0.001448219	13.16384181	354	cgi5521	0.021677683	117.8333333	72	-0.020229463	No change	60641		
NC_133177.1	58177501	58178392	0.000761838	11.28270042	474	cgi1012	0.020990408	90.89140963	214	-0.020228571	No change	101885373		
NC_133187.1	281017	281304	0.924064556	18.24492945	167	cgi5475	0.944265144	29.69345238	46	-0.020200588	No change	266676		
NC_133177.1	45539137	45539960	0.00062724	11.39516129	372	cgi918	0.020826718	107.0486111	114	-0.020199478	No change	570012		
NC_133191.1	30283733	30284240	0.000182749	12.00568182	284	cgi7312	0.020380618	115.69	100	-0.02019787	No change	100000119		
NC_133196.1	48946508	48947729	0.000150364	15.10541311	702	cgi9698	0.020345531	74.91592057	249	-0.020195167	No change	393553;141379927		
